City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,kristinestad,62.2743,21.376,272.09,80,100,4.79,FI,1698592567
1,metro,-5.1131,105.3067,297.37,79,10,1.82,ID,1698592568
2,alta,69.9689,23.2717,267.74,82,20,3.09,NO,1698592568
3,zhigalovo,54.8097,105.1578,265.45,56,32,0.98,RU,1698592569
4,ankazobe,-18.3167,47.1167,293.68,72,98,0.63,MG,1698592569
5,strezhevoy,60.7333,77.5889,263.13,85,13,1.34,RU,1698592570
6,nemuro,43.3236,145.575,283.37,74,55,4.4,JP,1698592570
7,zheleznogorsk,52.331,35.3711,276.69,75,100,5.14,RU,1698592571
8,urcos,-13.6861,-71.6228,292.09,51,100,2.05,PE,1698592571
9,adamstown,-25.066,-130.1015,295.45,84,100,7.33,PN,1698592572
10,waitangi,-43.9535,-176.5597,280.83,93,6,2.12,NZ,1698592572
11,mantenopolis,-18.8625,-41.1228,304.39,37,62,3.6,BR,1698592573
12,albany,42.6001,-73.9662,280.5,92,100,2.43,US,1698592513
13,longyearbyen,78.2186,15.6401,270.06,86,75,3.6,SJ,1698592574
14,afaahiti,-17.75,-149.2833,296.08,82,42,6.61,PF,1698592574
15,blackmans bay,-43.0167,147.3167,284.0,66,100,3.16,AU,1698592575
16,port-aux-francais,-49.35,70.2167,276.48,97,100,6.99,TF,1698592576
17,saint-philippe,-21.3585,55.7679,298.92,88,43,5.1,RE,1698592576
18,bozhou,33.8772,115.7703,292.82,48,0,2.71,CN,1698592331
19,margaret river,-33.95,115.0667,283.85,75,4,5.51,AU,1698592578
20,ushuaia,-54.8,-68.3,278.96,61,100,8.23,AR,1698592578
21,bilibino,68.0546,166.4372,250.26,96,27,2.03,RU,1698592579
22,badger,64.8,-147.5333,267.24,88,100,0.0,US,1698592580
23,olonkinbyen,70.9221,-8.7187,273.17,69,100,0.97,SJ,1698592580
24,nogliki,51.8333,143.1667,272.78,80,13,3.13,RU,1698592581
25,de pere,44.4489,-88.0604,276.66,70,100,4.12,US,1698592582
26,tshikapa,-6.4167,20.8,304.8,57,56,0.53,CD,1698592289
27,vadso,70.0744,29.7487,270.24,74,75,3.6,NO,1698592583
28,papatowai,-46.5619,169.4708,279.71,91,100,2.38,NZ,1698592583
29,tir pul,34.5943,61.269,297.46,26,5,1.87,AF,1698592584
30,olyokminsk,60.3736,120.4264,266.45,65,8,2.36,RU,1698592584
31,hermanus,-34.4187,19.2345,290.19,55,0,12.07,ZA,1698592585
32,atafu village,-8.5421,-172.5159,302.13,72,90,6.17,TK,1698592586
33,tra mhor,52.1624,-7.1524,286.89,70,40,3.09,IE,1698592586
34,lamu,-2.2717,40.902,300.14,78,100,4.29,KE,1698592587
35,west island,-12.1568,96.8225,299.14,83,40,8.23,CC,1698592588
36,kingston,17.997,-76.7936,304.4,65,23,0.45,JM,1698592310
37,puerto natales,-51.7236,-72.4875,279.4,45,40,8.23,CL,1698592589
38,lata,40.1629,-8.3327,290.41,91,100,0.75,PT,1698592590
39,alofi,-19.0595,-169.9187,297.09,88,100,5.14,NU,1698592591
40,berdigestyakh,62.0989,126.6992,253.8,100,98,1.0,RU,1698592591
41,kiuruvesi,63.65,26.6167,269.55,83,98,2.36,FI,1698592592
42,ulsteinvik,62.3432,5.8487,278.88,53,0,5.81,NO,1698592592
43,turpan,42.9333,89.1667,288.61,38,80,0.75,CN,1698592593
44,aykhal,66.0,111.5,254.42,93,100,5.62,RU,1698592594
45,edinburgh of the seven seas,-37.0676,-12.3116,284.37,65,22,10.26,SH,1698592594
46,keflavik,64.0049,-22.5624,280.1,65,0,1.03,IS,1698592595
47,shizuishan,39.2333,106.7694,286.21,29,0,1.39,CN,1698592595
48,merowe,18.4833,31.8167,309.83,15,8,3.56,SD,1698592304
49,sao joao da ponte,-15.9292,-44.0078,308.49,25,46,3.55,BR,1698592596
50,fisterra,42.9049,-9.2629,287.45,65,91,9.24,ES,1698592597
51,polyarnyy,69.1989,33.4478,266.12,90,100,1.3,RU,1698592597
52,bredasdorp,-34.5322,20.0403,288.82,53,3,10.12,ZA,1698592598
53,iqaluit,63.7506,-68.5145,265.0,67,75,4.63,CA,1698592599
54,stanley,54.868,-1.6985,282.48,95,75,2.06,GB,1698592599
55,sidney,-33.8679,151.2073,291.32,77,1,3.6,AU,1698592372
56,sorong,-0.8833,131.25,298.94,88,47,3.05,ID,1698592600
57,tinajo,29.0788,-13.7081,298.64,69,20,5.14,ES,1698592601
58,yellowknife,62.456,-114.3525,267.27,90,75,1.54,CA,1698592601
59,ceeldheer,3.8488,47.1806,298.84,83,100,5.57,SO,1698592602
60,sirte,31.2089,16.5887,298.51,59,9,5.35,LY,1698592603
61,mount pearl,47.5166,-52.7813,282.51,73,75,10.8,CA,1698592603
62,coahuayana de hidalgo,18.7,-103.6583,300.78,79,34,1.28,MX,1698592604
63,ilulissat,69.2167,-51.1,268.16,68,75,2.06,GL,1698592604
64,anadyr,64.75,177.4833,273.43,86,75,3.0,RU,1698592605
65,wailua homesteads,22.0669,-159.378,294.59,84,20,3.6,US,1698592605
66,vernon,50.2581,-119.2691,270.54,71,13,3.09,CA,1698592606
67,hastings,50.8552,0.5729,286.22,43,71,13.03,GB,1698592579
68,warrnambool,-38.3833,142.4833,283.23,82,100,5.7,AU,1698592607
69,soroca,48.1558,28.2975,289.37,44,25,1.85,MD,1698592608
70,tsiombe,-25.3,45.4833,300.45,62,3,5.1,MG,1698592608
71,grytviken,-54.2811,-36.5092,276.37,88,48,1.98,GS,1698592609
72,balikpapan,-1.2675,116.8289,300.7,83,20,0.51,ID,1698592610
73,kodiak,57.79,-152.4072,281.88,93,100,10.29,US,1698592610
74,laojunmiao,39.8333,97.7333,281.96,29,1,2.6,CN,1698592611
75,bhandara,21.1667,79.65,294.58,55,1,1.72,IN,1698592612
76,machico,32.7,-16.7667,297.04,79,75,5.66,PT,1698592612
77,bethel,41.3712,-73.414,284.35,87,100,2.57,US,1698592386
78,boende,-0.2167,20.8667,301.03,69,99,1.23,CD,1698592614
79,lago da pedra,-4.3333,-45.1667,310.89,27,39,3.22,BR,1698592614
80,jamestown,42.097,-79.2353,280.66,98,100,3.6,US,1698592615
81,hawaiian paradise park,19.5933,-154.9731,294.28,92,0,3.09,US,1698592615
82,aswan,24.0934,32.907,307.51,21,1,4.15,EG,1698592616
83,tolanaro,-25.0319,46.9987,298.15,85,30,6.03,MG,1698592617
84,college,64.8569,-147.8028,267.29,86,75,0.0,US,1698592617
85,crane,31.3974,-102.3501,282.52,91,99,10.89,US,1698592618
86,auki,-8.7676,160.7034,298.12,89,98,1.49,SB,1698592619
87,guangyuan,32.442,105.823,290.51,80,56,0.94,CN,1698592619
88,porto novo,6.4965,2.6036,304.05,69,99,1.49,BJ,1698592620
89,kormilovka,55.0026,74.1028,270.12,73,83,4.16,RU,1698592620
90,jinan-gun,35.7917,127.4253,283.45,87,92,1.05,KR,1698592621
91,port alfred,-33.5906,26.891,290.47,63,74,1.34,ZA,1698592621
92,riesi,37.2819,14.0823,297.33,51,10,3.15,IT,1698592622
93,lebu,-37.6167,-73.65,282.83,82,100,9.2,CL,1698592623
94,fortuna,40.5982,-124.1573,280.34,93,0,5.14,US,1698592623
95,simanggang,1.2472,111.4528,298.14,94,100,0.0,MY,1698592624
96,island harbour,50.724,-1.2758,287.17,85,99,3.13,GB,1698592625
97,tomatlan,19.9333,-105.25,299.77,80,32,0.61,MX,1698592625
98,petropavlovsk-kamchatsky,53.0452,158.6483,276.18,59,0,4.0,RU,1698592626
99,tiksi,71.6872,128.8694,260.67,94,100,2.22,RU,1698592627
100,dongola,19.1667,30.4833,309.8,13,1,2.51,SD,1698592627
101,al wafrah,28.6392,47.9306,297.31,34,96,2.82,KW,1698592628
102,udachny,66.4167,112.4,257.29,84,100,4.23,RU,1698592629
103,yeed,4.55,43.0333,300.24,69,98,1.41,SO,1698592629
104,kavaratti,10.5669,72.642,301.92,67,87,0.77,IN,1698592630
105,tchollire,8.4022,14.1698,307.13,37,44,2.53,CM,1698592631
106,ribeira grande,38.5167,-28.7,291.91,63,40,3.6,PT,1698592631
107,mount gambier,-37.8333,140.7667,283.19,89,100,4.3,AU,1698592632
108,port lincoln,-34.7333,135.8667,286.66,77,100,5.08,AU,1698592633
109,whitehorse,60.7161,-135.0538,269.58,92,100,5.66,CA,1698592634
110,port elizabeth,-33.918,25.5701,289.44,61,75,4.63,ZA,1698592634
111,aasiaat,68.7098,-52.8699,265.54,88,100,2.23,GL,1698592635
112,oriximina,-1.7656,-55.8661,310.76,30,80,2.87,BR,1698592635
113,nikolayevsk-on-amure,53.1406,140.73,270.86,91,8,1.59,RU,1698592636
114,port mathurin,-19.6833,63.4167,298.2,73,40,4.63,MU,1698592637
115,remire-montjoly,4.9167,-52.2667,306.17,55,20,4.63,GF,1698592637
116,laguna,38.421,-121.4238,285.22,47,0,3.6,US,1698592638
117,karratha,-20.7377,116.8463,300.87,68,100,5.32,AU,1698592639
118,zahir pir,28.8124,70.524,301.22,22,0,1.36,PK,1698592639
119,hamilton,39.1834,-84.5333,288.56,95,100,3.6,US,1698592625
120,san patricio,28.017,-97.5169,303.07,68,1,4.9,US,1698592640
121,columbus,39.9612,-82.9988,285.86,97,100,3.09,US,1698592370
122,carutapera,-1.195,-46.02,303.33,61,99,5.36,BR,1698592641
123,caleta de carquin,-11.0925,-77.6267,294.65,77,99,4.48,PE,1698592642
124,enewetak,11.3474,162.3373,302.0,76,24,7.56,MH,1698592643
125,lihue,21.9789,-159.3672,294.92,94,20,3.6,US,1698592643
126,pisco,-13.7,-76.2167,297.18,64,0,4.12,PE,1698592644
127,guerrero negro,27.9769,-114.0611,291.87,78,4,5.22,MX,1698592644
128,tofol,5.3248,163.0078,299.72,83,100,1.49,FM,1698592645
129,isafjordur,66.0755,-23.124,274.17,80,0,0.0,IS,1698592645
130,vershino-darasunskiy,52.35,115.5167,263.54,39,25,1.69,RU,1698592646
131,egilsstadir,65.2653,-14.3948,274.1,100,75,1.03,IS,1698592646
132,palmas,-10.2128,-48.3603,305.08,62,20,3.09,BR,1698592647
133,palikir - national government center,6.9248,158.1611,297.56,94,100,1.54,FM,1698592648
134,sagua la grande,22.8067,-80.0756,300.7,73,64,6.48,CU,1698592648
135,fengcheng,40.4536,124.0717,284.47,96,54,1.21,CN,1698592649
136,west bay,19.3667,-81.4167,304.19,72,20,4.63,KY,1698592650
137,praia da vitoria,38.7333,-27.0667,291.35,82,75,7.96,PT,1698592651
138,las khorey,11.1595,48.1967,300.56,79,98,4.91,SO,1698592651
139,nombre de dios,23.85,-104.2333,290.9,69,45,1.51,MX,1698592652
140,gadzhiyevo,69.2551,33.3362,265.73,91,100,1.39,RU,1698592652
141,greymouth,-42.4667,171.2,279.47,80,100,2.05,NZ,1698592653
142,sao felix do xingu,-6.6447,-51.995,312.76,22,11,2.63,BR,1698592654
143,horqueta,-23.3428,-57.0597,310.37,32,43,5.56,PY,1698592654
144,weno,7.4515,151.8468,301.12,83,100,4.63,FM,1698592655
145,kapuskasing,49.4169,-82.4331,272.2,86,100,4.12,CA,1698592655
146,san luis de la loma,17.2706,-100.8939,300.79,77,98,1.08,MX,1698592656
147,invercargill,-46.4,168.35,277.6,93,94,0.89,NZ,1698592657
148,puerto ayora,-0.7393,-90.3518,300.13,86,67,3.58,EC,1698592657
149,lagos,6.5833,3.75,307.33,60,64,1.39,NG,1698591958
150,codrington,-38.2667,141.9667,283.2,86,100,5.61,AU,1698592659
151,portland,45.5234,-122.6762,279.14,67,20,6.26,US,1698592305
152,swift current,50.2834,-107.8014,264.6,86,40,3.6,CA,1698592660
153,ust-nera,64.5667,143.2,255.05,97,59,1.03,RU,1698592464
154,badiyah,22.45,58.8,300.13,53,83,5.47,OM,1698592661
155,cartagena,10.3997,-75.5144,296.94,100,75,4.12,CO,1698592593
156,annaba,36.9,7.7667,302.13,39,40,2.06,DZ,1698592662
157,sumy,50.9216,34.8003,280.82,81,88,2.88,UA,1698592663
158,port said,31.2565,32.2841,298.63,79,47,6.49,EG,1698592663
159,klyuchi,52.2667,79.1667,271.98,95,96,3.67,RU,1698592664
160,alice springs,-23.7,133.8833,294.9,11,82,3.09,AU,1698592592
161,pachino,36.7186,15.0907,295.84,66,39,4.2,IT,1698592665
162,thompson,55.7435,-97.8558,266.24,93,75,2.57,CA,1698592665
163,haiku-pauwela,20.9219,-156.3051,296.51,77,0,3.6,US,1698592666
164,fale old settlement,-9.3852,-171.2468,301.54,75,82,5.42,TK,1698592666
165,kismayo,-0.3582,42.5454,300.36,76,43,4.89,SO,1698592667
166,kailua-kona,19.6406,-155.9956,297.87,79,20,2.24,US,1698592668
167,junin de los andes,-39.9504,-71.0694,274.68,95,92,5.8,AR,1698592668
168,port douglas,-16.4833,145.4667,296.86,69,92,4.89,AU,1698592669
169,dharchula,29.85,80.5333,288.53,74,13,1.88,IN,1698592669
170,puerto santa,-8.9906,-78.6456,293.68,82,58,4.09,PE,1698592670
171,sassandra,4.95,-6.0833,302.48,66,20,3.67,CI,1698592670
172,doka,13.5167,35.7667,297.49,72,76,1.62,SD,1698592671
173,port hedland,-20.3167,118.5667,299.18,89,99,3.09,AU,1698592671
174,selfoss,63.9331,-20.9971,274.84,62,16,3.02,IS,1698592672
175,sao joao dos patos,-6.495,-43.7022,310.5,19,5,3.89,BR,1698592673
176,vite,17.2833,74.55,299.15,36,1,4.76,IN,1698592673
177,emporia,38.4039,-96.1817,274.26,80,100,6.69,US,1698592674
178,prineville,44.2999,-120.8345,269.88,85,0,1.54,US,1698592460
179,klichaw,53.4928,29.3352,275.54,79,45,1.49,BY,1698592675
180,tazovsky,67.4667,78.7,258.11,93,31,2.11,RU,1698592675
181,dudinka,69.4058,86.1778,257.41,92,63,5.81,RU,1698592676
182,qaqortoq,60.7167,-46.0333,275.87,65,100,3.26,GL,1698592676
183,ust'-ilimsk,58.0006,102.6619,269.51,56,98,5.36,RU,1698592677
184,collie,-33.3667,116.15,280.72,83,4,2.37,AU,1698592677
185,arar,30.9753,41.0381,301.16,18,75,5.14,SA,1698592678
186,tadine,-21.55,167.8833,293.8,67,92,6.16,NC,1698592679
187,avarua,-21.2078,-159.775,295.18,68,100,3.09,CK,1698592679
188,constantia,44.1833,28.65,293.54,57,0,3.4,RO,1698592680
189,wundanyi,-3.4019,38.364,297.32,44,63,6.48,KE,1698592680
190,broome,42.2506,-75.833,281.36,95,100,3.6,US,1698592681
191,levuka,50.1834,-105.4011,266.99,95,65,3.78,CA,1698592681
192,urengoy,65.9667,78.3667,260.47,93,13,2.16,RU,1698592682
193,revda,56.801,59.9303,270.46,95,100,6.35,RU,1698592683
194,katsuura,35.1333,140.3,289.45,63,39,5.59,JP,1698592683
195,baglung,28.2719,83.5898,289.13,91,34,1.65,NP,1698592684
196,moree,-29.4667,149.85,291.56,33,3,3.43,AU,1698592684
197,sitka,57.0531,-135.33,279.09,75,100,2.06,US,1698592685
198,utrik,11.2278,169.8474,301.25,73,95,9.15,MH,1698592685
199,kirakira,-10.4544,161.9205,298.61,88,57,2.6,SB,1698592686
200,chesapeake,36.819,-76.2749,298.79,71,0,3.09,US,1698592460
201,arroyo,41.6096,-4.7969,287.71,77,100,3.09,ES,1698592687
202,ancud,-41.8697,-73.8203,281.29,52,96,8.32,CL,1698592688
203,ola,59.5833,151.2833,271.96,69,87,2.52,RU,1698592688
204,vyerkhnyadzvinsk,55.7815,27.9443,271.46,93,55,2.32,BY,1698592689
205,zaragoza,41.6561,-0.8773,296.73,38,75,3.6,ES,1698592690
206,st. john's,47.5649,-52.7093,282.68,73,75,10.8,CA,1698592471
207,borivli,19.2333,72.85,304.1,48,27,2.06,IN,1698592691
208,el colomo,19.05,-104.25,300.14,74,30,0.9,MX,1698592691
209,cooma,-36.2333,149.1333,283.05,42,90,2.48,AU,1698592692
210,lisakovsk,52.5369,62.4936,277.84,100,100,4.73,KZ,1698592692
211,iskateley,67.6803,53.1512,264.27,86,100,5.81,RU,1698592693
212,oranjemund,-28.55,16.4333,298.08,30,0,10.23,NA,1698592693
213,pauini,-7.7136,-66.9764,307.64,45,100,0.82,BR,1698592694
214,yuzhno-kurilsk,44.0306,145.8556,281.14,76,6,2.02,RU,1698592694
215,al burayqah,30.4062,19.5739,297.93,63,0,5.52,LY,1698592695
216,brigantine,39.4101,-74.3646,292.61,79,0,3.6,US,1698592696
217,tazacorte,28.629,-17.9293,297.69,74,40,3.13,ES,1698592696
218,bubaque,11.2833,-15.8333,301.29,75,94,2.85,GW,1698592697
219,yeniseysk,58.4497,92.1703,267.01,82,74,2.68,RU,1698592697
220,wanning,18.8003,110.3967,298.51,89,99,3.99,CN,1698592698
221,banda aceh,5.5577,95.3222,299.83,81,88,1.37,ID,1698592698
222,san felice circeo,41.2372,13.0942,296.49,72,3,0.89,IT,1698592699
223,raton,36.9034,-104.4391,269.49,68,100,7.2,US,1698592699
224,puerto baquerizo moreno,-0.9,-89.6,299.7,74,40,6.69,EC,1698592700
225,cole harbour,44.6724,-63.4751,282.43,55,75,6.69,CA,1698592701
226,jiangzi,28.95,89.6333,275.98,45,100,3.04,CN,1698592701
227,qamdo,31.1667,97.2333,271.29,34,11,0.68,CN,1698592702
228,luau,-10.7073,22.2247,304.85,34,95,3.09,AO,1698592703
229,tanjung pandan,-2.75,107.65,299.25,76,13,2.32,ID,1698592703
230,nar'yan-mar,67.6713,53.087,264.32,86,100,5.81,RU,1698592704
231,abaete,-19.16,-45.4458,305.41,43,18,3.72,BR,1698592704
232,labuan bajo,-8.4964,119.8877,299.01,77,48,0.8,ID,1698592705
233,kannangad,12.3081,75.1063,300.09,81,60,0.31,IN,1698592706
234,anna regina,7.2644,-58.5077,303.68,64,96,5.15,GY,1698592706
235,chambersburg,39.9376,-77.6611,290.37,92,100,2.24,US,1698592480
236,novodvinsk,64.4165,40.8122,268.59,81,98,0.89,RU,1698592708
237,xinji,37.9028,115.2036,290.31,43,5,1.9,CN,1698592708
238,puerto deseado,-47.7503,-65.8938,282.28,41,29,10.26,AR,1698592709
239,natal,-5.795,-35.2094,304.51,55,40,8.23,BR,1698592709
240,barra do corda,-5.5,-45.25,311.65,26,37,3.13,BR,1698592710
241,san juan de los morros,9.9115,-67.3538,303.34,60,23,1.48,VE,1698592711
242,motueka,-41.1333,173.0167,282.65,78,100,2.74,NZ,1698592712
243,tukrah,32.5341,20.5791,296.92,66,3,4.86,LY,1698592713
244,douentza,14.9951,-2.9517,311.17,10,0,3.32,ML,1698592714
245,south hedland,-20.4089,118.5983,299.11,89,98,3.09,AU,1698592714
246,tisaiyanvilai,8.3333,77.8833,300.67,74,82,2.21,IN,1698592715
247,vilyuysk,63.7553,121.6247,262.59,94,43,2.24,RU,1698592715
248,spring creek,40.7266,-115.5859,263.98,49,0,1.55,US,1698592716
249,dzhetygara,52.1908,61.2006,279.01,100,100,6.91,KZ,1698592717
250,muisne,0.6,-80.0333,298.78,84,100,3.57,EC,1698592578
251,leh,34.1667,77.5833,277.64,30,58,2.1,IN,1698592718
252,harbin,45.75,126.65,287.12,50,46,5.79,CN,1698592718
253,ciudad constitucion,25.0369,-111.6644,293.39,64,0,3.33,MX,1698592719
254,punta arenas,-53.15,-70.9167,281.21,36,40,8.75,CL,1698592720
255,champerico,14.3,-91.9167,302.45,79,97,0.77,GT,1698592720
256,kuta,-8.7233,115.1723,300.12,94,20,1.54,ID,1698592721
257,waingapu,-9.6567,120.2641,299.85,81,21,3.38,ID,1698592721
258,suncho corral,-27.9336,-63.4294,308.06,41,0,3.35,AR,1698592722
259,glace bay,46.1969,-59.957,283.33,62,75,8.75,CA,1698592723
260,polczyn-zdroj,53.7642,16.0957,283.31,80,100,7.26,PL,1698592723
261,bobo-dioulasso,11.1771,-4.2979,307.83,24,0,1.98,BF,1698592724
262,fort bragg,35.139,-79.006,298.4,66,0,4.12,US,1698592725
263,kolonia town,6.964,158.206,298.15,94,100,1.54,FM,1698592725
264,kanniyakumari,8.0833,77.5667,301.01,76,94,3.33,IN,1698592726
265,itoman,26.1247,127.6694,296.16,60,1,3.6,JP,1698592727
266,phek,25.6667,94.5,284.87,96,53,0.71,IN,1698592727
267,cusseta,32.3054,-84.7727,297.29,76,0,1.45,US,1698592728
268,tambacounda,13.7539,-13.7586,309.85,33,42,1.54,SN,1698592728
269,lazdynai,54.9422,22.4897,277.41,80,100,5.66,RU,1698592729
270,westport,41.1415,-73.3579,287.54,87,100,6.69,US,1698592502
271,rio negro,-26.1058,-49.7975,299.02,75,52,3.55,BR,1698592731
272,vorgashor,67.5833,63.95,256.41,95,19,2.46,RU,1698592731
273,flying fish cove,-10.4217,105.6791,298.97,83,75,4.63,CX,1698592732
274,cabo san lucas,22.8909,-109.9124,299.68,66,0,4.63,MX,1698592672
275,thunder bay,48.4001,-89.3168,271.14,74,75,1.03,CA,1698592733
276,vilyuchinsk,52.9306,158.4028,277.0,78,61,0.88,RU,1698592733
277,kulunda,52.566,78.9385,271.48,96,94,4.18,RU,1698592734
278,tarawa,1.419,172.984,300.2,89,20,0.51,KI,1698592734
279,mulayjah,27.271,48.4242,299.38,29,18,3.26,SA,1698592735
280,hanceville,34.0607,-86.7675,297.83,61,0,2.97,US,1698592735
281,onega,63.9061,38.1404,269.64,92,86,3.1,RU,1698592736
282,santa cruz,-17.8,-63.1667,304.18,58,75,12.86,BO,1698592503
283,tocopilla,-22.092,-70.1979,293.55,65,20,2.85,CL,1698592737
284,oltinko'l,40.8011,72.1634,295.14,30,100,0.69,UZ,1698592737
285,mount isa,-20.7333,139.5,296.02,46,90,1.03,AU,1698592738
286,saipan,15.1355,145.701,301.54,89,40,3.09,MP,1698592738
287,arkhangel'sk,64.5401,40.5433,268.78,81,96,0.97,RU,1698592567
288,georgetown,5.4112,100.3354,300.9,94,20,0.0,MY,1698592463
